Date	Firm	To Grade	From Grade	Action
2012-03-30 11:01:00	Oppenheimer	Outperform		main
2012-08-06 07:00:00	JP Morgan	Neutral		main
2012-08-22 07:36:00	Cowen & Co.	Outperform		init
2012-08-24 08:37:00	Stifel Nicolaus	Hold		init
2012-09-27 11:14:00	UBS	Sell		init
2012-11-12 16:24:00	Credit Suisse	Neutral		init
2012-11-13 12:12:00	Morgan Stanley	Equal-Weight		init
2013-01-28 07:31:41	Oppenheimer	Perform	Outperform	down
2013-02-25 06:40:37	Jefferies	Buy		main
2013-09-04 10:51:54	Leerink Swann	Outperform		init
2013-09-30 08:27:47	Chardan Capital	Buy		init
2013-11-05 10:56:54	Stifel	Sell	Hold	down
2013-11-11 06:46:10	Morgan Stanley	Underweight	Equal-weight	down
2014-04-16 08:00:00	Canaccord Genuity	Buy		init
2014-06-11 16:27:30	UBS	Neutral	Sell	up
2014-06-25 06:23:07	Morgan Stanley	Underweight		init
2014-08-04 20:50:03	UBS	Neutral		main
2014-12-22 09:00:00	JP Morgan	Neutral		main
2015-02-06 06:39:40	Oppenheimer	Outperform	Market Perform	up
2015-03-31 07:35:52	Cantor Fitzgerald	Buy	Hold	up
2015-06-01 10:26:59	Morgan Stanley	Equal-Weight	Underweight	up
2015-08-03 06:33:57	Cantor Fitzgerald	Neutral	Buy	down
2015-09-21 04:28:58	Morgan Stanley	Underweight	Equal-Weight	down
2015-10-28 10:57:45	Leerink Swann	Market Perform		main
2016-05-02 07:48:09	RBC Capital	Sector Perform	Outperform	down
2016-05-02 07:57:56	Leerink Swann	Market Perform		main
2016-08-05 10:28:04	Jefferies	Buy		main
2016-08-05 11:25:05	JP Morgan	Neutral		main
2017-07-06 13:46:32	RBC Capital	Outperform	Sector Perform	up
2017-07-11 10:35:59	Morgan Stanley	Underweight		main
2017-08-31 17:25:15	Canaccord Genuity	Buy		main
2019-03-04 12:28:19	H.C. Wainwright	Neutral	Buy	down
2019-03-05 11:21:38	Morgan Stanley	Equal-Weight	Underweight	up
2019-03-19 10:42:09	JP Morgan	Underweight	Neutral	down
2019-05-06 11:34:39	Cowen & Co.	Outperform	Market Perform	up
