	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	28740118	2020-06-29	0.0843	4062415679
1	Blackrock Inc.	24013706	2020-06-29	0.0704	3394337343
2	State Street Corporation	17595042	2020-06-29	0.0516	2487059186
3	Price (T.Rowe) Associates Inc	7295191	2020-06-29	0.021400000000000002	1031175247
4	Ameriprise Financial, Inc.	6150230	2020-06-29	0.018000000000000002	869335010
5	Massachusetts Financial Services Co.	5898393	2020-06-29	0.0173	833737850
6	Geode Capital Management, LLC	5625714	2020-06-29	0.0165	795194673
7	Bank of America Corporation	5600490	2020-06-29	0.016399999999999998	791629261
8	Invesco Ltd.	5060460	2020-06-29	0.0148	715296021
9	Northern Trust Corporation	4581771	2020-06-29	0.0134	647633330
