	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	148574900	2020-06-29	0.08220000000000001	16567587099
1	Blackrock Inc.	114294828	2020-06-29	0.0632	12745016270
2	State Street Corporation	75721269	2020-06-29	0.04190000000000001	8443678706
3	State Farm Mutual Automobile Insurance Co	38198849	2020-06-29	0.021099999999999997	4259553651
4	Geode Capital Management, LLC	25998114	2020-06-29	0.0144	2899049692
5	Bank of America Corporation	25634329	2020-06-29	0.014199999999999999	2858484026
6	Morgan Stanley	25418414	2020-06-29	0.0141	2834407345
7	Bank Of New York Mellon Corporation	25029876	2020-06-29	0.0139	2791081472
8	Northern Trust Corporation	24427303	2020-06-29	0.013500000000000002	2723888557
9	FMR, LLC	20016008	2020-06-29	0.0111	2231985052
