	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	19481954	2020-06-29	0.09359999999999999	1545698230
1	Blackrock Inc.	14221187	2020-06-29	0.0683	1128308976
2	State Street Corporation	8965378	2020-06-29	0.0431	711313090
3	FMR, LLC	7858899	2020-06-29	0.0378	623525046
4	JP Morgan Chase & Company	7301290	2020-06-29	0.0351	579284348
5	Northern Trust Corporation	6563698	2020-06-29	0.0315	520763799
6	American Century Companies, Inc.	6154811	2020-06-29	0.0296	488322704
7	Barrow, Hanley Mewhinney & Strauss, LLC	5814080	2020-06-29	0.0279	461289107
8	State Farm Mutual Automobile Insurance Co	4937319	2020-06-29	0.023700000000000002	391726889
9	Price (T.Rowe) Associates Inc	4481338	2020-06-29	0.0215	355549356
