	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	6393658	2020-09-29	0.09880000000000001	723762085
1	State Farm Mutual Automobile Insurance Co	5556069	2020-09-29	0.0858	628947010
2	Blackrock Inc.	5352028	2020-09-29	0.0827	605849569
3	Atlanta Capital Management Company LLC	3478596	2020-09-29	0.0537	393777067
4	JP Morgan Chase & Company	2227044	2020-09-29	0.0344	252101380
5	State Street Corporation	2141942	2020-09-29	0.0331	242467834
6	Victory Capital Management Inc.	1662699	2020-09-29	0.025699999999999997	188217526
7	Wells Fargo & Company	1638979	2020-09-29	0.0253	185532422
8	Champlain Investment Partners, LLC	1638785	2020-09-29	0.0253	185510462
9	Neuberger Berman Group, LLC	1487465	2020-09-29	0.023	168381038
