Date	Firm	To Grade	From Grade	Action
2012-04-03 07:56:00	FBR Capital	Outperform		main
2012-04-27 07:02:00	Jefferies	Hold		main
2012-04-27 07:58:00	FBR Capital	Outperform		main
2012-04-27 08:43:00	Stifel Nicolaus	Buy		main
2012-04-27 10:39:00	UBS	Buy		main
2012-07-27 07:53:00	FBR Capital	Outperform		main
2012-09-06 06:45:00	Goldman Sachs	Neutral		main
2012-09-27 06:08:00	Jefferies	Buy	Hold	up
2012-09-27 06:42:00	Bank of America	Neutral		main
2012-10-08 05:57:00	JP Morgan	Neutral	Underweight	up
2012-10-08 07:54:00	ISI Group	Buy		main
2012-10-26 08:24:00	FBR Capital	Outperform		main
2013-01-11 06:54:20	JP Morgan	Overweight	Neutral	up
2013-01-14 08:02:41	Credit Suisse	Neutral	Outperform	down
2013-01-15 06:42:10	Oppenheimer	Outperform	Perform	up
2013-01-25 08:03:17	Deutsche Bank	Hold		main
2013-01-25 08:07:05	Nomura	Buy		main
2013-01-25 08:33:44	Stifel Nicolaus	Buy		main
2013-01-25 08:35:31	FBR Capital	Outperform		main
2013-01-25 09:09:35	Jefferies	Buy		main
2013-03-01 08:51:05	Stifel Nicolaus	Buy		main
2013-03-11 06:46:18	Susquehanna	Positive		main
2013-04-26 11:29:11	B. Riley	Neutral		down
2013-05-29 07:48:04	Citigroup	Neutral	Buy	down
2013-06-10 06:12:10	JP Morgan	Neutral	Overweight	down
2013-06-11 10:40:09	Susquehanna	Neutral	Positive	down
2013-06-18 07:55:12	Nomura	Buy		main
2013-07-26 07:00:00	UBS	Neutral	Buy	down
2013-07-26 07:42:26	Nomura	Buy		main
2013-07-26 08:45:46	Susquehanna	Neutral		main
2013-08-16 07:42:26	Morgan Stanley	Equal-Weight		down
2013-09-23 07:07:32	Goldman Sachs	Buy	Neutral	up
2013-10-10 07:26:18	Nomura	Neutral	Buy	down
2013-11-06 07:00:00	SunTrust Robinson Humphrey	Neutral	Buy	down
2013-11-14 08:58:12	Drexel Hamilton	Hold		init
2014-01-03 16:00:00	BMO Capital	Outperform	Market Perform	up
2014-01-24 08:00:00	Deutsche Bank	Hold		main
2014-01-28 16:00:00	Barclays	Overweight	Equal-Weight	up
2014-01-31 08:00:00	Citigroup	Neutral		main
2014-02-10 08:00:00	Raymond James	Strong Buy	Outperform	up
2014-02-18 16:00:00	Drexel Hamilton	Buy	Hold	up
2014-04-10 17:56:30	ISI Group	Neutral		init
2014-04-22 23:37:03	Citigroup	Neutral		main
2014-04-25 02:15:55	MKM Partners	Buy		main
2014-04-25 02:25:11	Nomura	Neutral		main
2014-04-25 02:39:04	Pacific Crest	Outperform		main
2014-04-25 07:32:28	Stifel Nicolaus	Buy		main
2014-04-25 07:39:26	Nomura	Neutral		main
2014-04-25 08:00:00	Citigroup	Buy	Neutral	up
2014-05-22 21:58:42	Stifel Nicolaus	Buy		main
2014-06-09 06:15:20	Pacific Crest	Outperform		main
2014-07-15 06:18:32	Barclays	Equal-weight	Overweight	down
2014-07-25 00:39:31	Jefferies	Buy		main
2014-07-25 01:48:42	Nomura	Neutral		main
2014-07-25 01:55:11	Raymond James	Strong Buy		main
2014-07-25 02:16:29	Stifel Nicolaus	Buy		main
2014-07-25 02:32:46	UBS	Neutral		main
2014-07-25 19:43:41	Barclays	Equal-Weight		main
2014-07-25 21:21:15	Citigroup	Buy		main
2014-07-30 09:30:00	Morgan Stanley	Underweight	Equal-Weight	down
2014-10-24 09:00:00	Stifel Nicolaus	Buy		main
2014-12-04 09:00:00	Stifel Nicolaus	Buy		main
2014-12-08 09:00:00	JP Morgan	Neutral		main
2014-12-18 09:00:00	Citigroup	Neutral		main
2014-12-19 00:00:00	Goldman Sachs	Neutral	Buy	down
2014-12-19 06:54:08	Bank of America	Underperform	Neutral	down
2015-01-14 00:00:00	JP Morgan	Overweight	Neutral	up
2015-01-15 09:00:00	Barclays	Equal-Weight		main
2015-01-23 09:00:00	Stifel Nicolaus	Buy		main
2015-01-26 06:20:05	Susquehanna	Neutral	Positive	down
2015-03-23 09:16:09	Summit Research Partners	Buy		init
2015-04-01 10:25:37	Drexel Hamilton	Buy	Hold	up
2015-04-13 09:00:00	Citigroup	Neutral		main
2015-04-14 09:00:00	Citigroup	Neutral		main
2015-04-24 09:00:00	Pacific Crest	Overweight		main
2015-04-27 09:00:00	SunTrust Robinson Humphrey	Neutral		main
2015-06-08 07:03:07	Deutsche Bank	Buy		main
2015-06-15 09:00:00	Raymond James	Strong Buy		main
2015-06-30 09:00:00	BMO Capital	Outperform		main
