	Holder	Shares	Date Reported	% Out	Value
0	Price (T.Rowe) Associates Inc	10772767	2020-09-29	0.025699999999999997	3978059670
1	Capital World Investors	8083480	2020-09-29	0.019299999999999998	2984986659
2	Capital International Investors	6755249	2020-09-29	0.0161	2494510798
3	FMR, LLC	4539895	2020-09-29	0.0108	1676447026
4	WCM Investment Management, LLC	4346427	2020-09-29	0.0104	1605005098
5	Fisher Asset Management, LLC	3649095	2020-09-29	0.0087	1347501310
6	JP Morgan Chase & Company	3421028	2020-09-29	0.008199999999999999	1263283009
7	State Farm Mutual Automobile Insurance Co	3245079	2020-09-29	0.0077	1198310322
8	Sands Capital Management, LLC	2639452	2020-09-29	0.0063	974670440
9	Blackrock Inc.	1887696	2020-09-29	0.0045000000000000005	697069501
