Date	Dividends	Stock Splits
1973-02-21	0.06875	0.0
1983-08-22	0.225	0.0
1983-11-21	0.225	0.0
1984-02-17	0.225	0.0
1984-05-22	0.235	0.0
1984-08-22	0.235	0.0
1984-11-26	0.235	0.0
1985-01-31	0.0	2.0
1985-02-22	0.235	0.0
1985-05-24	0.245	0.0
1985-08-26	0.245	0.0
1985-11-22	0.245	0.0
1986-02-24	0.245	0.0
1986-05-23	0.255	0.0
1986-08-25	0.255	0.0
1986-11-21	0.255	0.0
1987-03-02	0.255	0.0
1987-05-22	0.265	0.0
1987-08-25	0.265	0.0
1987-11-23	0.265	0.0
1988-02-29	0.265	0.0
1988-05-23	0.275	0.0
1988-08-22	0.275	0.0
1988-11-21	0.275	0.0
1989-02-17	0.275	0.0
1989-05-16	0.285	0.0
1989-08-28	0.285	0.0
1989-11-28	0.285	0.0
1990-02-22	0.285	0.0
1990-05-24	0.295	0.0
1990-08-27	0.295	0.0
1990-12-03	0.295	0.0
1991-02-22	0.295	0.0
1991-05-24	0.3	0.0
1991-08-26	0.3	0.0
1991-11-27	0.3	0.0
1992-02-24	0.3	0.0
1992-05-22	0.305	0.0
1992-08-24	0.305	0.0
1992-11-20	0.305	0.0
1993-02-26	0.305	0.0
1993-05-24	0.31	0.0
1993-08-23	0.31	0.0
1993-11-19	0.31	0.0
1994-02-18	0.31	0.0
1994-05-23	0.21	0.0
1994-08-22	0.21	0.0
1994-11-18	0.21	0.0
1995-02-17	0.22	0.0
1995-05-22	0.22	0.0
1995-08-23	0.22	0.0
1995-11-21	0.22	0.0
1996-02-21	0.23	0.0
1996-05-29	0.23	0.0
1996-08-28	0.23	0.0
1996-11-26	0.23	0.0
1997-02-26	0.24	0.0
1997-05-28	0.24	0.0
1997-08-27	0.24	0.0
1997-11-25	0.24	0.0
1998-02-25	0.25	0.0
1998-05-27	0.25	0.0
1998-08-26	0.25	0.0
1998-11-24	0.25	0.0
1999-02-24	0.26	0.0
1999-05-26	0.26	0.0
1999-08-25	0.26	0.0
1999-11-23	0.26	0.0
2000-02-23	0.27	0.0
2000-05-24	0.27	0.0
2000-08-23	0.27	0.0
2000-11-21	0.27	0.0
2001-02-21	0.28	0.0
2001-05-23	0.28	0.0
2001-08-29	0.28	0.0
2001-11-28	0.28	0.0
2002-02-20	0.29	0.0
2002-06-05	0.29	0.0
2002-08-28	0.29	0.0
2002-11-26	0.29	0.0
2003-02-26	0.3	0.0
2003-06-04	0.3	0.0
2003-08-27	0.3	0.0
2003-11-25	0.3	0.0
2004-02-25	0.31	0.0
2004-06-02	0.31	0.0
2004-08-25	0.34	0.0
2004-11-23	0.34	0.0
2005-03-02	0.355	0.0
2005-03-16	0.0	2.0
2005-06-01	0.355	0.0
2005-08-24	0.355	0.0
2005-11-22	0.355	0.0
2006-03-03	0.375	0.0
2006-06-07	0.375	0.0
2006-08-23	0.375	0.0
2006-11-21	0.375	0.0
2007-02-28	0.41	0.0
2007-06-06	0.41	0.0
2007-08-29	0.41	0.0
2007-11-28	0.41	0.0
2008-02-27	0.445	0.0
2008-06-04	0.445	0.0
2008-08-27	0.445	0.0
2008-11-25	0.445	0.0
2009-02-25	0.473	0.0
2009-06-03	0.473	0.0
2009-08-26	0.473	0.0
2009-11-24	0.473	0.0
2010-02-24	0.5	0.0
2010-06-02	0.5	0.0
2010-08-25	0.5	0.0
2010-11-23	0.5	0.0
2011-03-02	0.55	0.0
2011-06-01	0.55	0.0
2011-08-24	0.55	0.0
2011-11-22	0.55	0.0
2012-02-29	0.6	0.0
2012-05-31	0.6	0.0
2012-08-29	0.6	0.0
2012-11-28	0.6	0.0
2013-02-27	0.66	0.0
2013-05-30	0.66	0.0
2013-08-28	0.66	0.0
2013-11-26	0.66	0.0
2014-02-26	0.725	0.0
2014-05-29	0.725	0.0
2014-08-27	0.725	0.0
2014-11-25	0.725	0.0
2015-02-25	0.77	0.0
2015-05-27	0.77	0.0
2015-08-26	0.77	0.0
2015-11-24	0.77	0.0
2015-11-25	0.77	0.0
2016-02-24	0.87	0.0
2016-05-26	0.87	0.0
2016-08-26	0.87	0.0
2016-11-22	0.87	0.0
2016-11-23	0.87	0.0
2017-02-24	0.983	0.0
2017-05-25	0.983	0.0
2017-08-23	0.983	0.0
2017-11-22	0.983	0.0
2018-02-26	1.11	0.0
2018-06-04	1.11	0.0
2018-08-29	1.11	0.0
2018-11-29	1.11	0.0
2019-02-27	1.25	0.0
2019-05-31	1.25	0.0
2019-08-28	1.25	0.0
2019-11-27	1.25	0.0
2020-02-27	1.4	0.0
2020-06-01	1.4	0.0
2020-08-27	1.4	0.0
