	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	46935970	2020-06-29	0.0867	5937400205
1	State Street Corporation	44137153	2020-06-29	0.0815	5583349854
2	Blackrock Inc.	35907749	2020-06-29	0.0663	4542330248
3	State Farm Mutual Automobile Insurance Co	19186297	2020-06-29	0.0354	2427066570
4	Bill & Melinda Gates Foundation Trust	11260857	2020-06-29	0.0208	1424498410
5	Geode Capital Management, LLC	7630995	2020-06-29	0.0141	965320867
6	Capital International Investors	7554656	2020-06-29	0.013999999999999999	955663984
7	Northern Trust Corporation	6825848	2020-06-29	0.0126	863469772
8	Wellington Management Company, LLP	6751886	2020-06-29	0.0125	854113579
9	Primecap Management Company	6254225	2020-06-29	0.0115	791159462
