	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	12083759	2020-06-29	0.083	3908612686
1	Blackrock Inc.	11406573	2020-06-29	0.0783	3689570102
2	Ameriprise Financial, Inc.	6744337	2020-06-29	0.0463	2181523246
3	FMR, LLC	6668065	2020-06-29	0.0458	2156852304
4	State Street Corporation	6387441	2020-06-29	0.043899999999999995	2066081665
5	Janus Henderson Group PLC	5214028	2020-06-29	0.0358	1686529496
6	Price (T.Rowe) Associates Inc	4120123	2020-06-29	0.028300000000000002	1332694985
7	JP Morgan Chase & Company	3620546	2020-06-29	0.024900000000000002	1171101809
8	Geode Capital Management, LLC	2199719	2020-06-29	0.0151	711521107
9	Nordea Investment Management Ab	2112046	2020-06-29	0.014499999999999999	683162399
