	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	91777552	2020-06-29	0.08689999999999999	4758666071
1	Blackrock Inc.	74789387	2020-06-29	0.0708	3877829715
2	State Street Corporation	55897740	2020-06-29	0.0529	2898297819
3	Price (T.Rowe) Associates Inc	38690461	2020-06-29	0.0366	2006100402
4	Massachusetts Financial Services Co.	28010081	2020-06-29	0.0265	1452322699
5	Franklin Resources, Inc.	26662486	2020-06-29	0.0252	1382449899
6	Geode Capital Management, LLC	14875923	2020-06-29	0.0141	771316607
7	FMR, LLC	14378464	2020-06-29	0.013600000000000001	745523358
8	Northern Trust Corporation	12800149	2020-06-29	0.0121	663687725
9	Legal & General Group PLC	10611856	2020-06-29	0.01	550224733
