	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Group, Inc. (The)	632013255	2020-06-29	0.08349999999999999	128621017525
1	Blackrock Inc.	521841633	2020-06-29	0.069	106199990731
2	State Street Corporation	314554694	2020-06-29	0.0416	64015025775
3	FMR, LLC	236873992	2020-06-29	0.0313	48206226111
4	Price (T.Rowe) Associates Inc	183090016	2020-06-29	0.0242	37260649156
5	Capital World Investors	122923512	2020-06-29	0.016200000000000003	25016163927
6	Geode Capital Management, LLC	116688974	2020-06-29	0.0154	23747373098
7	Capital International Investors	98209725	2020-06-29	0.013000000000000001	19986661134
8	Capital Research Global Investors	94081197	2020-06-29	0.0124	19146464401
9	Northern Trust Corporation	93331898	2020-06-29	0.0123	18993974561
