	Holder	Shares	Date Reported	% Out	Value
0	Vanguard Total Stock Market Index Fund	40109537	2020-09-29	0.027999999999999997	1532585408
1	Vanguard Specialized-Health Care Fund	37324719	2020-10-30	0.026099999999999998	1279118120
2	Vanguard 500 Index Fund	29349333	2020-09-29	0.020499999999999997	1121438013
3	Vanguard/Primecap Fund	28581744	2020-09-29	0.02	1092108438
4	New Perspective Fund Inc	18701842	2020-09-29	0.0131	714597382
5	SPDR S&P 500 ETF Trust	15438753	2020-11-29	0.0108	511794661
6	Price (T.Rowe) Capital Appreciation Fund	13988943	2020-09-29	0.0098	534517512
7	Janus Henderson Forty Fund	13768783	2020-09-29	0.0096	526105198
8	Growth Fund Of America Inc	13610978	2020-09-29	0.0095	520075469
9	Fidelity 500 Index Fund	12892914	2020-09-29	0.009000000000000001	492638243
