Date	Dividends	Stock Splits
1970-06-02	0.00694	0.0
1970-09-02	0.00694	0.0
1970-12-01	0.00764	0.0
1971-03-02	0.00764	0.0
1971-06-07	0.00764	0.0
1971-09-03	0.00764	0.0
1971-12-06	0.00764	0.0
1972-03-02	0.00764	0.0
1972-06-01	0.0	2.0
1972-06-09	0.00764	0.0
1972-12-05	0.00819	0.0
1973-03-05	0.00819	0.0
1973-06-05	0.00819	0.0
1973-08-31	0.00819	0.0
1973-12-03	0.00972	0.0
1974-03-04	0.00972	0.0
1974-06-03	0.00972	0.0
1974-08-30	0.00972	0.0
1975-03-03	0.00972	0.0
1975-06-02	0.00972	0.0
1975-08-29	0.00972	0.0
1975-12-01	0.00972	0.0
1976-03-02	0.00972	0.0
1976-06-01	0.00972	0.0
1976-08-30	0.00972	0.0
1976-11-30	0.01042	0.0
1977-03-01	0.01042	0.0
1977-05-31	0.01042	0.0
1977-08-29	0.01042	0.0
1977-11-28	0.01181	0.0
1978-03-02	0.01181	0.0
1978-05-26	0.01181	0.0
1978-08-28	0.01181	0.0
1978-12-04	0.01319	0.0
1979-03-01	0.01319	0.0
1979-05-25	0.01319	0.0
1979-08-31	0.01319	0.0
1979-12-03	0.01597	0.0
1980-02-28	0.01597	0.0
1980-06-02	0.01597	0.0
1980-08-29	0.01597	0.0
1980-12-02	0.01806	0.0
1981-03-02	0.01806	0.0
1981-06-01	0.01806	0.0
1981-08-31	0.01806	0.0
1981-12-01	0.01944	0.0
1982-03-01	0.01944	0.0
1982-06-01	0.01944	0.0
1982-08-30	0.01944	0.0
1982-11-30	0.01944	0.0
1983-02-28	0.01944	0.0
1983-05-31	0.01944	0.0
1983-08-29	0.01944	0.0
1983-11-29	0.02083	0.0
1984-03-01	0.02083	0.0
1984-05-29	0.02083	0.0
1984-08-31	0.02083	0.0
1984-12-03	0.02222	0.0
1985-02-28	0.02222	0.0
1985-06-03	0.02222	0.0
1985-08-30	0.02222	0.0
1985-12-03	0.025	0.0
1986-02-27	0.025	0.0
1986-05-27	0.0	2.0
1986-06-03	0.025	0.0
1986-09-02	0.03056	0.0
1986-12-02	0.03056	0.0
1987-03-02	0.03056	0.0
1987-06-02	0.03056	0.0
1987-08-28	0.04444	0.0
1987-12-01	0.04444	0.0
1988-02-29	0.05333	0.0
1988-05-26	0.0	3.0
1988-06-03	0.05333	0.0
1988-08-29	0.04917	0.0
1988-11-29	0.06167	0.0
1989-03-02	0.06833	0.0
1989-05-30	0.06833	0.0
1989-08-29	0.075	0.0
1989-12-04	0.075	0.0
1990-03-05	0.075	0.0
1990-05-29	0.075	0.0
1990-08-28	0.09333	0.0
1990-12-03	0.09333	0.0
